"","X","acne","treatment","color"
"3451",3451,0,"jellybean","green"
"7522",7522,1,"placebo","beige"
"1946",1946,1,"placebo","blue"
"7655",7655,0,"jellybean","beige"
"2311",2311,0,"jellybean","teal"
"6964",6964,0,"placebo","lilac"
"7395",7395,0,"jellybean","mauve"
"2912",2912,0,"placebo","salmon"
"6966",6966,0,"placebo","lilac"
"9644",9644,0,"placebo","orange"
"4368",4368,0,"placebo","magenta"
"4725",4725,1,"jellybean","yellow"
"72",72,0,"placebo","purple"
"613",613,0,"jellybean","brown"
"6803",6803,1,"jellybean","lilac"
"8047",8047,0,"jellybean","red"
"6601",6601,0,"jellybean","lilac"
"4144",4144,0,"placebo","magenta"
"1142",1142,0,"placebo","pink"
"5131",5131,1,"jellybean","grey"
"1018",1018,0,"placebo","pink"
"1490",1490,1,"placebo","pink"
"874",874,0,"placebo","brown"
"6171",6171,1,"jellybean","cyan"
"2239",2239,0,"jellybean","teal"
"507",507,0,"jellybean","brown"
"7904",7904,0,"placebo","beige"
"3246",3246,1,"placebo","green"
"9983",9983,0,"jellybean","orange"
"3217",3217,1,"jellybean","green"
"426",426,0,"placebo","purple"
"7913",7913,0,"jellybean","beige"
"5004",5004,0,"placebo","grey"
"9234",9234,0,"placebo","peach"
"3095",3095,0,"jellybean","green"
"5150",5150,0,"placebo","grey"
"6927",6927,1,"jellybean","lilac"
"2982",2982,0,"placebo","salmon"
"499",499,0,"jellybean","purple"
"9294",9294,0,"placebo","peach"
"4450",4450,0,"placebo","magenta"
"6289",6289,0,"jellybean","cyan"
"442",442,0,"placebo","purple"
"8426",8426,0,"placebo","red"
"9184",9184,0,"placebo","peach"
"9856",9856,0,"placebo","orange"
"902",902,0,"placebo","brown"
"2739",2739,0,"jellybean","salmon"
"9457",9457,0,"jellybean","peach"
"7339",7339,0,"jellybean","mauve"
"6043",6043,0,"jellybean","cyan"
"2035",2035,0,"jellybean","teal"
"8754",8754,0,"placebo","black"
"1638",1638,0,"placebo","blue"
"4765",4765,0,"jellybean","yellow"
"9758",9758,0,"placebo","orange"
"536",536,0,"placebo","brown"
"7717",7717,0,"jellybean","beige"
"6781",6781,0,"jellybean","lilac"
"7992",7992,0,"placebo","beige"
"256",256,0,"placebo","purple"
"311",311,0,"jellybean","purple"
"7139",7139,1,"jellybean","mauve"
"5239",5239,0,"jellybean","grey"
"3819",3819,1,"jellybean","turquoise"
"8250",8250,1,"placebo","red"
"7417",7417,0,"jellybean","mauve"
"104",104,1,"placebo","purple"
"2591",2591,0,"jellybean","salmon"
"2018",2018,0,"placebo","teal"
"198",198,0,"placebo","purple"
"3639",3639,0,"jellybean","turquoise"
"6657",6657,0,"jellybean","lilac"
"3855",3855,0,"jellybean","turquoise"
"3002",3002,1,"placebo","green"
"9409",9409,0,"jellybean","peach"
"5278",5278,0,"placebo","grey"
"3142",3142,0,"placebo","green"
"2295",2295,1,"jellybean","teal"
"5203",5203,0,"jellybean","grey"
"1137",1137,0,"jellybean","pink"
"2107",2107,0,"jellybean","teal"
"8969",8969,0,"jellybean","black"
"2817",2817,0,"jellybean","salmon"
"9777",9777,0,"jellybean","orange"
"5127",5127,0,"jellybean","grey"
"658",658,0,"placebo","brown"
"3987",3987,0,"jellybean","turquoise"
"3155",3155,0,"jellybean","green"
"772",772,1,"placebo","brown"
"3823",3823,0,"jellybean","turquoise"
"9528",9528,0,"placebo","orange"
"8395",8395,0,"jellybean","red"
"5764",5764,1,"placebo","tan"
"3007",3007,0,"jellybean","green"
"2644",2644,0,"placebo","salmon"
"87",87,1,"jellybean","purple"
"739",739,0,"jellybean","brown"
"9870",9870,0,"placebo","orange"
"5959",5959,1,"jellybean","tan"
"2190",2190,0,"placebo","teal"
"2856",2856,0,"placebo","salmon"
"1976",1976,0,"placebo","blue"
"1804",1804,0,"placebo","blue"
"4272",4272,1,"placebo","magenta"
"229",229,0,"jellybean","purple"
"2940",2940,0,"placebo","salmon"
"7401",7401,0,"jellybean","mauve"
"3776",3776,1,"placebo","turquoise"
"835",835,0,"jellybean","brown"
"6804",6804,1,"placebo","lilac"
"1688",1688,0,"placebo","blue"
"4326",4326,0,"placebo","magenta"
"5517",5517,0,"jellybean","tan"
"2260",2260,1,"placebo","teal"
"5323",5323,0,"jellybean","grey"
"6618",6618,1,"placebo","lilac"
"6253",6253,0,"jellybean","cyan"
"7374",7374,0,"placebo","mauve"
"9686",9686,0,"placebo","orange"
"3363",3363,0,"jellybean","green"
"1529",1529,0,"jellybean","blue"
"1487",1487,0,"jellybean","pink"
"4797",4797,1,"jellybean","yellow"
"2566",2566,1,"placebo","salmon"
"3413",3413,0,"jellybean","green"
"9218",9218,0,"placebo","peach"
"3287",3287,1,"jellybean","green"
"4394",4394,0,"placebo","magenta"
"6218",6218,0,"placebo","cyan"
"9202",9202,0,"placebo","peach"
"1436",1436,0,"placebo","pink"
"5774",5774,0,"placebo","tan"
"146",146,0,"placebo","purple"
"6661",6661,0,"jellybean","lilac"
"8753",8753,0,"jellybean","black"
"8698",8698,0,"placebo","black"
"6722",6722,0,"placebo","lilac"
"5329",5329,0,"jellybean","grey"
"4005",4005,0,"jellybean","magenta"
"1083",1083,0,"jellybean","pink"
"8734",8734,0,"placebo","black"
"4566",4566,1,"placebo","yellow"
"2483",2483,0,"jellybean","teal"
"8199",8199,0,"jellybean","red"
"5779",5779,0,"jellybean","tan"
"2448",2448,0,"placebo","teal"
"3672",3672,0,"placebo","turquoise"
"7217",7217,1,"jellybean","mauve"
"6752",6752,0,"placebo","lilac"
"3519",3519,0,"jellybean","turquoise"
"9517",9517,0,"jellybean","orange"
"2939",2939,0,"jellybean","salmon"
"1939",1939,0,"jellybean","blue"
"4852",4852,0,"placebo","yellow"
"7132",7132,0,"placebo","mauve"
"2783",2783,0,"jellybean","salmon"
"7408",7408,0,"placebo","mauve"
"8993",8993,0,"jellybean","black"
"7253",7253,0,"jellybean","mauve"
"6298",6298,0,"placebo","cyan"
"6858",6858,0,"placebo","lilac"
"1279",1279,0,"jellybean","pink"
"1640",1640,0,"placebo","blue"
"7647",7647,0,"jellybean","beige"
"4045",4045,1,"jellybean","magenta"
"1604",1604,1,"placebo","blue"
"7071",7071,0,"jellybean","mauve"
"1867",1867,0,"jellybean","blue"
"962",962,0,"placebo","brown"
"4576",4576,1,"placebo","yellow"
"4221",4221,0,"jellybean","magenta"
"3939",3939,0,"jellybean","turquoise"
"777",777,0,"jellybean","brown"
"8521",8521,0,"jellybean","black"
"5608",5608,0,"placebo","tan"
"1567",1567,0,"jellybean","blue"
"6260",6260,0,"placebo","cyan"
"1373",1373,0,"jellybean","pink"
"62",62,0,"placebo","purple"
"9373",9373,0,"jellybean","peach"
"4039",4039,0,"jellybean","magenta"
"8769",8769,0,"jellybean","black"
"9524",9524,0,"placebo","orange"
"6993",6993,0,"jellybean","lilac"
"7305",7305,0,"jellybean","mauve"
"4686",4686,1,"placebo","yellow"
"4722",4722,0,"placebo","yellow"
"9881",9881,0,"jellybean","orange"
"2635",2635,0,"jellybean","salmon"
"1055",1055,0,"jellybean","pink"
"525",525,0,"jellybean","brown"
"4764",4764,0,"placebo","yellow"
"2370",2370,0,"placebo","teal"
"4538",4538,0,"placebo","yellow"
"1815",1815,0,"jellybean","blue"
"609",609,0,"jellybean","brown"
"9869",9869,0,"jellybean","orange"
"7603",7603,0,"jellybean","beige"
"475",475,0,"jellybean","purple"
"8514",8514,0,"placebo","black"
"5781",5781,0,"jellybean","tan"
"8489",8489,0,"jellybean","red"
"7470",7470,0,"placebo","mauve"
"6921",6921,0,"jellybean","lilac"
"5924",5924,0,"placebo","tan"
"9776",9776,0,"placebo","orange"
"2902",2902,0,"placebo","salmon"
"6300",6300,1,"placebo","cyan"
"15",15,0,"jellybean","purple"
"2401",2401,0,"jellybean","teal"
"3748",3748,0,"placebo","turquoise"
"2067",2067,0,"jellybean","teal"
"4918",4918,0,"placebo","yellow"
"3811",3811,0,"jellybean","turquoise"
"1428",1428,1,"placebo","pink"
"5296",5296,1,"placebo","grey"
"9346",9346,0,"placebo","peach"
"1414",1414,0,"placebo","pink"
"2403",2403,0,"jellybean","teal"
"1340",1340,0,"placebo","pink"
"9504",9504,0,"placebo","orange"
"3225",3225,0,"jellybean","green"
"360",360,1,"placebo","purple"
"6977",6977,1,"jellybean","lilac"
"9590",9590,0,"placebo","orange"
"3593",3593,0,"jellybean","turquoise"
"5665",5665,0,"jellybean","tan"
"4158",4158,0,"placebo","magenta"
"3995",3995,0,"jellybean","turquoise"
"8767",8767,1,"jellybean","black"
"9817",9817,0,"jellybean","orange"
"4231",4231,0,"jellybean","magenta"
"3032",3032,0,"placebo","green"
"3386",3386,0,"placebo","green"
"5161",5161,1,"jellybean","grey"
"1977",1977,0,"jellybean","blue"
"4755",4755,1,"jellybean","yellow"
"2267",2267,0,"jellybean","teal"
"3676",3676,0,"placebo","turquoise"
"8840",8840,0,"placebo","black"
"5815",5815,1,"jellybean","tan"
"8925",8925,0,"jellybean","black"
"6912",6912,0,"placebo","lilac"
"8820",8820,0,"placebo","black"
"5012",5012,1,"placebo","grey"
"4786",4786,0,"placebo","yellow"
"5175",5175,0,"jellybean","grey"
"3370",3370,0,"placebo","green"
"4366",4366,1,"placebo","magenta"
"5683",5683,0,"jellybean","tan"
"7596",7596,0,"placebo","beige"
"5",5,1,"jellybean","purple"
"1125",1125,0,"jellybean","pink"
"8499",8499,0,"jellybean","red"
"2289",2289,0,"jellybean","teal"
"3091",3091,1,"jellybean","green"
"7435",7435,0,"jellybean","mauve"
"537",537,0,"jellybean","brown"
"638",638,0,"placebo","brown"
"9506",9506,0,"placebo","orange"
"490",490,1,"placebo","purple"
"6169",6169,0,"jellybean","cyan"
"2164",2164,0,"placebo","teal"
"5395",5395,0,"jellybean","grey"
"373",373,1,"jellybean","purple"
"4628",4628,1,"placebo","yellow"
"6787",6787,0,"jellybean","lilac"
"9745",9745,0,"jellybean","orange"
"3381",3381,1,"jellybean","green"
"3824",3824,0,"placebo","turquoise"
"7890",7890,0,"placebo","beige"
"1057",1057,0,"jellybean","pink"
"9701",9701,0,"jellybean","orange"
"11",11,1,"jellybean","purple"
"8161",8161,0,"jellybean","red"
"2437",2437,0,"jellybean","teal"
"6850",6850,0,"placebo","lilac"
"2461",2461,0,"jellybean","teal"
"7952",7952,1,"placebo","beige"
"7354",7354,1,"placebo","mauve"
"3468",3468,0,"placebo","green"
"2549",2549,0,"jellybean","salmon"
"4388",4388,0,"placebo","magenta"
"9101",9101,0,"jellybean","peach"
"7728",7728,0,"placebo","beige"
"4897",4897,0,"jellybean","yellow"
"1808",1808,0,"placebo","blue"
"7685",7685,0,"jellybean","beige"
"9358",9358,1,"placebo","peach"
"3510",3510,1,"placebo","turquoise"
"1006",1006,0,"placebo","pink"
"2624",2624,0,"placebo","salmon"
"7175",7175,1,"jellybean","mauve"
"5563",5563,0,"jellybean","tan"
"9400",9400,0,"placebo","peach"
"1576",1576,0,"placebo","blue"
"179",179,1,"jellybean","purple"
"4777",4777,0,"jellybean","yellow"
"6273",6273,0,"jellybean","cyan"
"9726",9726,0,"placebo","orange"
"2974",2974,0,"placebo","salmon"
"1178",1178,0,"placebo","pink"
"3358",3358,0,"placebo","green"
"2503",2503,0,"jellybean","salmon"
"1072",1072,1,"placebo","pink"
"4223",4223,0,"jellybean","magenta"
"9038",9038,0,"placebo","peach"
"7812",7812,1,"placebo","beige"
"2273",2273,0,"jellybean","teal"
"8907",8907,0,"jellybean","black"
"4862",4862,1,"placebo","yellow"
"6900",6900,0,"placebo","lilac"
"213",213,0,"jellybean","purple"
"3799",3799,0,"jellybean","turquoise"
"6371",6371,0,"jellybean","cyan"
"7492",7492,0,"placebo","mauve"
"2511",2511,0,"jellybean","salmon"
"7050",7050,0,"placebo","mauve"
"9820",9820,0,"placebo","orange"
"2741",2741,0,"jellybean","salmon"
"9210",9210,0,"placebo","peach"
"3234",3234,0,"placebo","green"
"5184",5184,0,"placebo","grey"
"3831",3831,1,"jellybean","turquoise"
"7348",7348,1,"placebo","mauve"
"8883",8883,0,"jellybean","black"
"4661",4661,1,"jellybean","yellow"
"8246",8246,1,"placebo","red"
"1515",1515,0,"jellybean","blue"
"568",568,1,"placebo","brown"
"9353",9353,0,"jellybean","peach"
"8843",8843,1,"jellybean","black"
"4513",4513,0,"jellybean","yellow"
"883",883,0,"jellybean","brown"
"3315",3315,0,"jellybean","green"
"3261",3261,0,"jellybean","green"
"6325",6325,0,"jellybean","cyan"
"2093",2093,0,"jellybean","teal"
"449",449,0,"jellybean","purple"
"1566",1566,0,"placebo","blue"
"9474",9474,1,"placebo","peach"
"9417",9417,0,"jellybean","peach"
"7740",7740,0,"placebo","beige"
"2784",2784,1,"placebo","salmon"
"764",764,0,"placebo","brown"
"7119",7119,0,"jellybean","mauve"
"4830",4830,0,"placebo","yellow"
"183",183,0,"jellybean","purple"
"3611",3611,0,"jellybean","turquoise"
"8310",8310,0,"placebo","red"
"3399",3399,0,"jellybean","green"
"1100",1100,0,"placebo","pink"
"5648",5648,0,"placebo","tan"
"318",318,0,"placebo","purple"
"7602",7602,0,"placebo","beige"
"2279",2279,0,"jellybean","teal"
"1227",1227,0,"jellybean","pink"
"3263",3263,0,"jellybean","green"
"6985",6985,0,"jellybean","lilac"
"4520",4520,0,"placebo","yellow"
"6382",6382,1,"placebo","cyan"
"2149",2149,0,"jellybean","teal"
"6909",6909,1,"jellybean","lilac"
"4593",4593,0,"jellybean","yellow"
"1930",1930,1,"placebo","blue"
"5350",5350,0,"placebo","grey"
"8872",8872,0,"placebo","black"
"3466",3466,1,"placebo","green"
"2007",2007,0,"jellybean","teal"
"2704",2704,0,"placebo","salmon"
"1343",1343,0,"jellybean","pink"
"5192",5192,0,"placebo","grey"
"7835",7835,0,"jellybean","beige"
"2736",2736,0,"placebo","salmon"
"2066",2066,0,"placebo","teal"
"5086",5086,0,"placebo","grey"
"2435",2435,0,"jellybean","teal"
"181",181,1,"jellybean","purple"
"5989",5989,0,"jellybean","tan"
"9114",9114,1,"placebo","peach"
"6307",6307,0,"jellybean","cyan"
"7875",7875,0,"jellybean","beige"
"7302",7302,0,"placebo","mauve"
"5457",5457,0,"jellybean","grey"
"2779",2779,0,"jellybean","salmon"
"3364",3364,1,"placebo","green"
"7178",7178,0,"placebo","mauve"
"3374",3374,1,"placebo","green"
"559",559,0,"jellybean","brown"
"1329",1329,0,"jellybean","pink"
"5875",5875,0,"jellybean","tan"
"5369",5369,1,"jellybean","grey"
"4735",4735,0,"jellybean","yellow"
"2460",2460,0,"placebo","teal"
"160",160,0,"placebo","purple"
"7972",7972,0,"placebo","beige"
"1915",1915,0,"jellybean","blue"
"895",895,1,"jellybean","brown"
"3458",3458,0,"placebo","green"
"6609",6609,0,"jellybean","lilac"
"2626",2626,0,"placebo","salmon"
"7318",7318,1,"placebo","mauve"
"3535",3535,0,"jellybean","turquoise"
"4015",4015,0,"jellybean","magenta"
"8393",8393,0,"jellybean","red"
"5975",5975,0,"jellybean","tan"
"8345",8345,0,"jellybean","red"
"5117",5117,0,"jellybean","grey"
"8994",8994,0,"placebo","black"
"1202",1202,1,"placebo","pink"
"8275",8275,0,"jellybean","red"
"8453",8453,0,"jellybean","red"
"6646",6646,0,"placebo","lilac"
"5151",5151,1,"jellybean","grey"
"1320",1320,0,"placebo","pink"
"2286",2286,0,"placebo","teal"
"346",346,0,"placebo","purple"
"3733",3733,0,"jellybean","turquoise"
"6255",6255,0,"jellybean","cyan"
"1524",1524,0,"placebo","blue"
"6697",6697,1,"jellybean","lilac"
"7398",7398,0,"placebo","mauve"
"1866",1866,0,"placebo","blue"
"5236",5236,0,"placebo","grey"
"1768",1768,0,"placebo","blue"
"6675",6675,0,"jellybean","lilac"
"8667",8667,0,"jellybean","black"
"7884",7884,0,"placebo","beige"
"5649",5649,1,"jellybean","tan"
"4381",4381,0,"jellybean","magenta"
"1969",1969,1,"jellybean","blue"
"8496",8496,0,"placebo","red"
"5456",5456,0,"placebo","grey"
"1140",1140,0,"placebo","pink"
"4392",4392,1,"placebo","magenta"
"9075",9075,1,"jellybean","peach"
"7498",7498,0,"placebo","mauve"
"2890",2890,1,"placebo","salmon"
"6201",6201,1,"jellybean","cyan"
"3830",3830,0,"placebo","turquoise"
"586",586,0,"placebo","brown"
"2220",2220,0,"placebo","teal"
"3164",3164,0,"placebo","green"
"7072",7072,0,"placebo","mauve"
"8350",8350,0,"placebo","red"
"8586",8586,0,"placebo","black"
"8621",8621,0,"jellybean","black"
"6749",6749,0,"jellybean","lilac"
"3555",3555,0,"jellybean","turquoise"
"2959",2959,0,"jellybean","salmon"
"5216",5216,0,"placebo","grey"
"8720",8720,0,"placebo","black"
"795",795,1,"jellybean","brown"
"9550",9550,0,"placebo","orange"
"8284",8284,0,"placebo","red"
"3895",3895,0,"jellybean","turquoise"
"1255",1255,0,"jellybean","pink"
"6710",6710,0,"placebo","lilac"
"4961",4961,1,"jellybean","yellow"
"7616",7616,0,"placebo","beige"
"4704",4704,0,"placebo","yellow"
"3482",3482,0,"placebo","green"
"5958",5958,1,"placebo","tan"
"2908",2908,0,"placebo","salmon"
"6285",6285,0,"jellybean","cyan"
"6503",6503,0,"jellybean","lilac"
"923",923,0,"jellybean","brown"
"3086",3086,0,"placebo","green"
"6188",6188,0,"placebo","cyan"
"7759",7759,0,"jellybean","beige"
"3549",3549,0,"jellybean","turquoise"
"3796",3796,1,"placebo","turquoise"
"9140",9140,0,"placebo","peach"
"4238",4238,0,"placebo","magenta"
"753",753,0,"jellybean","brown"
"3569",3569,0,"jellybean","turquoise"
"872",872,0,"placebo","brown"
"8326",8326,0,"placebo","red"
"1947",1947,0,"jellybean","blue"
"2415",2415,1,"jellybean","teal"
"8689",8689,0,"jellybean","black"
"6837",6837,0,"jellybean","lilac"
"4721",4721,0,"jellybean","yellow"
"8701",8701,0,"jellybean","black"
"119",119,0,"jellybean","purple"
"9988",9988,1,"placebo","orange"
"6856",6856,0,"placebo","lilac"
"4041",4041,0,"jellybean","magenta"
"2992",2992,0,"placebo","salmon"
"4658",4658,0,"placebo","yellow"
"4297",4297,0,"jellybean","magenta"
"4709",4709,1,"jellybean","yellow"
"5536",5536,1,"placebo","tan"
"2241",2241,0,"jellybean","teal"
"6920",6920,1,"placebo","lilac"
"3349",3349,1,"jellybean","green"
"2983",2983,0,"jellybean","salmon"
"2853",2853,0,"jellybean","salmon"
"761",761,0,"jellybean","brown"
"9796",9796,0,"placebo","orange"
"7790",7790,0,"placebo","beige"
"6515",6515,1,"jellybean","lilac"
"1014",1014,0,"placebo","pink"
"5768",5768,0,"placebo","tan"
"6905",6905,0,"jellybean","lilac"
"3033",3033,0,"jellybean","green"
"1411",1411,0,"jellybean","pink"
"9885",9885,0,"jellybean","orange"
"2371",2371,1,"jellybean","teal"
"900",900,0,"placebo","brown"
"4327",4327,0,"jellybean","magenta"
"6455",6455,0,"jellybean","cyan"
"1138",1138,0,"placebo","pink"
"9926",9926,1,"placebo","orange"
"565",565,0,"jellybean","brown"
"2774",2774,0,"placebo","salmon"
"9662",9662,0,"placebo","orange"
"8895",8895,0,"jellybean","black"
"8559",8559,0,"jellybean","black"
"5340",5340,0,"placebo","grey"
"6428",6428,1,"placebo","cyan"
"6667",6667,1,"jellybean","lilac"
"6098",6098,0,"placebo","cyan"
"528",528,0,"placebo","brown"
"2055",2055,1,"jellybean","teal"
"9366",9366,0,"placebo","peach"
"6829",6829,0,"jellybean","lilac"
"8002",8002,0,"placebo","red"
"8996",8996,0,"placebo","black"
"2532",2532,0,"placebo","salmon"
"1996",1996,1,"placebo","blue"
"5440",5440,0,"placebo","grey"
"8095",8095,0,"jellybean","red"
"8686",8686,0,"placebo","black"
"3299",3299,0,"jellybean","green"
"43",43,0,"jellybean","purple"
"145",145,1,"jellybean","purple"
"9576",9576,1,"placebo","orange"
"194",194,0,"placebo","purple"
"2772",2772,0,"placebo","salmon"
"943",943,0,"jellybean","brown"
"7004",7004,1,"placebo","mauve"
"7309",7309,0,"jellybean","mauve"
"7658",7658,0,"placebo","beige"
"3761",3761,0,"jellybean","turquoise"
"1827",1827,0,"jellybean","blue"
"1683",1683,1,"jellybean","blue"
"8410",8410,1,"placebo","red"
"5510",5510,0,"placebo","tan"
"4049",4049,0,"jellybean","magenta"
"3903",3903,0,"jellybean","turquoise"
"4175",4175,0,"jellybean","magenta"
"4734",4734,0,"placebo","yellow"
"284",284,0,"placebo","purple"
"6732",6732,0,"placebo","lilac"
"5980",5980,0,"placebo","tan"
"2752",2752,0,"placebo","salmon"
"6922",6922,0,"placebo","lilac"
"3815",3815,0,"jellybean","turquoise"
"2171",2171,0,"jellybean","teal"
"473",473,0,"jellybean","purple"
"1546",1546,0,"placebo","blue"
"391",391,1,"jellybean","purple"
"7925",7925,0,"jellybean","beige"
"432",432,0,"placebo","purple"
"9600",9600,0,"placebo","orange"
"3434",3434,0,"placebo","green"
"2402",2402,0,"placebo","teal"
"5147",5147,0,"jellybean","grey"
"5728",5728,0,"placebo","tan"
"706",706,0,"placebo","brown"
"80",80,0,"placebo","purple"
"4058",4058,0,"placebo","magenta"
"553",553,0,"jellybean","brown"
"189",189,1,"jellybean","purple"
"1770",1770,1,"placebo","blue"
"5511",5511,0,"jellybean","tan"
"378",378,0,"placebo","purple"
"6682",6682,0,"placebo","lilac"
"9244",9244,0,"placebo","peach"
"7313",7313,0,"jellybean","mauve"
"8571",8571,1,"jellybean","black"
"2820",2820,0,"placebo","salmon"
"4449",4449,0,"jellybean","magenta"
"6492",6492,0,"placebo","cyan"
"9939",9939,0,"jellybean","orange"
"6401",6401,0,"jellybean","cyan"
"417",417,1,"jellybean","purple"
"7846",7846,0,"placebo","beige"
"7047",7047,1,"jellybean","mauve"
"151",151,1,"jellybean","purple"
"6311",6311,0,"jellybean","cyan"
"7024",7024,0,"placebo","mauve"
"4032",4032,0,"placebo","magenta"
"8656",8656,0,"placebo","black"
"1294",1294,1,"placebo","pink"
"291",291,0,"jellybean","purple"
"9721",9721,1,"jellybean","orange"
"9907",9907,0,"jellybean","orange"
"9564",9564,0,"placebo","orange"
"2168",2168,1,"placebo","teal"
"6238",6238,0,"placebo","cyan"
"9123",9123,1,"jellybean","peach"
"485",485,1,"jellybean","purple"
"6066",6066,0,"placebo","cyan"
"8887",8887,1,"jellybean","black"
"880",880,0,"placebo","brown"
"2096",2096,0,"placebo","teal"
"3667",3667,0,"jellybean","turquoise"
"6550",6550,1,"placebo","lilac"
"4191",4191,0,"jellybean","magenta"
"5054",5054,1,"placebo","grey"
"2452",2452,0,"placebo","teal"
"7271",7271,0,"jellybean","mauve"
"5494",5494,0,"placebo","grey"
"5851",5851,0,"jellybean","tan"
"4077",4077,1,"jellybean","magenta"
"2005",2005,0,"jellybean","teal"
"7781",7781,1,"jellybean","beige"
"8049",8049,0,"jellybean","red"
"5315",5315,0,"jellybean","grey"
"4209",4209,0,"jellybean","magenta"
"4277",4277,0,"jellybean","magenta"
"6083",6083,0,"jellybean","cyan"
"8673",8673,1,"jellybean","black"
"349",349,0,"jellybean","purple"
"2373",2373,0,"jellybean","teal"
"3393",3393,0,"jellybean","green"
"2026",2026,0,"placebo","teal"
"76",76,0,"placebo","purple"
"1251",1251,1,"jellybean","pink"
"3197",3197,0,"jellybean","green"
"1858",1858,0,"placebo","blue"
"1029",1029,0,"jellybean","pink"
"2242",2242,0,"placebo","teal"
"5473",5473,1,"jellybean","grey"
"8582",8582,0,"placebo","black"
"222",222,1,"placebo","purple"
"3182",3182,1,"placebo","green"
"3783",3783,1,"jellybean","turquoise"
"3045",3045,0,"jellybean","green"
"3605",3605,0,"jellybean","turquoise"
"781",781,0,"jellybean","brown"
"7327",7327,0,"jellybean","mauve"
"5357",5357,0,"jellybean","grey"
"2272",2272,0,"placebo","teal"
"6274",6274,1,"placebo","cyan"
"7274",7274,0,"placebo","mauve"
"8206",8206,0,"placebo","red"
"9288",9288,0,"placebo","peach"
"8209",8209,0,"jellybean","red"
"5554",5554,0,"placebo","tan"
"301",301,0,"jellybean","purple"
"5049",5049,0,"jellybean","grey"
"8336",8336,0,"placebo","red"
"5324",5324,0,"placebo","grey"
"711",711,0,"jellybean","brown"
"9030",9030,0,"placebo","peach"
"8071",8071,0,"jellybean","red"
"7599",7599,0,"jellybean","beige"
"2250",2250,0,"placebo","teal"
"4718",4718,0,"placebo","yellow"
"924",924,1,"placebo","brown"
"4650",4650,1,"placebo","yellow"
"9006",9006,0,"placebo","peach"
"9868",9868,1,"placebo","orange"
"1449",1449,0,"jellybean","pink"
"3484",3484,0,"placebo","green"
"1419",1419,0,"jellybean","pink"
"9830",9830,1,"placebo","orange"
"6281",6281,0,"jellybean","cyan"
"6162",6162,1,"placebo","cyan"
"1218",1218,1,"placebo","pink"
"33",33,0,"jellybean","purple"
"8159",8159,0,"jellybean","red"
"3020",3020,0,"placebo","green"
"7163",7163,0,"jellybean","mauve"
"3588",3588,0,"placebo","turquoise"
"2837",2837,1,"jellybean","salmon"
"9666",9666,1,"placebo","orange"
"3215",3215,1,"jellybean","green"
"8231",8231,0,"jellybean","red"
"2449",2449,0,"jellybean","teal"
"3377",3377,0,"jellybean","green"
"6438",6438,0,"placebo","cyan"
"6642",6642,0,"placebo","lilac"
"4748",4748,0,"placebo","yellow"
"8469",8469,0,"jellybean","red"
"1186",1186,0,"placebo","pink"
"2638",2638,0,"placebo","salmon"
"5089",5089,0,"jellybean","grey"
"4971",4971,1,"jellybean","yellow"
"3350",3350,0,"placebo","green"
"5381",5381,1,"jellybean","grey"
"7212",7212,0,"placebo","mauve"
"9113",9113,0,"jellybean","peach"
"5413",5413,0,"jellybean","grey"
"3070",3070,0,"placebo","green"
"9310",9310,1,"placebo","peach"
"8132",8132,0,"placebo","red"
"9971",9971,0,"jellybean","orange"
"6736",6736,1,"placebo","lilac"
"9560",9560,0,"placebo","orange"
"2212",2212,0,"placebo","teal"
"6389",6389,0,"jellybean","cyan"
"7155",7155,0,"jellybean","mauve"
"497",497,0,"jellybean","purple"
"1695",1695,1,"jellybean","blue"
"1992",1992,0,"placebo","blue"
"8388",8388,0,"placebo","red"
"8758",8758,0,"placebo","black"
"8964",8964,0,"placebo","black"
"8822",8822,1,"placebo","black"
"3031",3031,0,"jellybean","green"
"1776",1776,0,"placebo","blue"
"2414",2414,0,"placebo","teal"
"70",70,0,"placebo","purple"
"9863",9863,0,"jellybean","orange"
"2528",2528,0,"placebo","salmon"
"8795",8795,0,"jellybean","black"
"2592",2592,0,"placebo","salmon"
"3846",3846,0,"placebo","turquoise"
"7619",7619,0,"jellybean","beige"
"3122",3122,0,"placebo","green"
"8956",8956,0,"placebo","black"
"3614",3614,0,"placebo","turquoise"
"4821",4821,0,"jellybean","yellow"
"2921",2921,0,"jellybean","salmon"
"3906",3906,0,"placebo","turquoise"
"3905",3905,0,"jellybean","turquoise"
"9060",9060,0,"placebo","peach"
"8773",8773,0,"jellybean","black"
"7196",7196,0,"placebo","mauve"
"7886",7886,0,"placebo","beige"
"8985",8985,0,"jellybean","black"
"4370",4370,1,"placebo","magenta"
"4857",4857,0,"jellybean","yellow"
"3968",3968,0,"placebo","turquoise"
"7612",7612,0,"placebo","beige"
"1662",1662,0,"placebo","blue"
"1317",1317,0,"jellybean","pink"
"2030",2030,0,"placebo","teal"
"6758",6758,0,"placebo","lilac"
"4774",4774,0,"placebo","yellow"
"2248",2248,0,"placebo","teal"
"6729",6729,0,"jellybean","lilac"
"1750",1750,0,"placebo","blue"
"413",413,0,"jellybean","purple"
"7921",7921,1,"jellybean","beige"
"3054",3054,0,"placebo","green"
"5731",5731,0,"jellybean","tan"
"341",341,0,"jellybean","purple"
"5451",5451,1,"jellybean","grey"
"6178",6178,0,"placebo","cyan"
