"","parole","anniparole","personeparole","personeparoleita","votoparole","votoparoleita"
"71261","guerra","2003","14","4","7.6","2.57720717384404"
"71262","giovane","2002","200","2","6.5","2.57713189778319"
"71263","malattia","2002","1763","1","6.7","2.57726007829859"
"71264","vita","2002","1763","1","6.7","2.57726007829859"
"71265","passato","2002","1763","1","6.7","2.57726007829859"
"71266","mare","2002","1763","1","6.7","2.57726007829859"
"71267","donne","2003","103","2","7.2","2.57713189778319"
"71268","paura","2003","103","2","7.2","2.57713189778319"
"71269","mare","2003","234","5","6.3","2.57722833562586"
"71270","giovane","2003","234","5","6.3","2.57722833562586"
"71271","famoso","2006","1473","2","7.5","2.57713189778319"
"71272","vita","2006","1473","2","7.5","2.57713189778319"
"71273","passato","2006","1473","2","7.5","2.57713189778319"
"71274","mare","2006","1473","2","7.5","2.57713189778319"
"71275","giovane","2003","112","2","5.7","2.57713189778319"
"71276","amore","2004","112","1","5.7","2.57726007829859"
"71277","vita","2004","112","1","5.7","2.57726007829859"
"71278","morte","2004","112","1","5.7","2.57726007829859"
"71279","mare","2004","112","1","5.7","2.57726007829859"
"71280","danza","2002","16","2","6.8","2.57713189778319"
"71281","banda","2003","216","2","4.5","2.57713189778319"
"71282","vita","2003","216","2","4.5","2.57713189778319"
"71283","giovane","2003","216","2","4.5","2.57713189778319"
"71284","gang","2003","54","1","4.6","2.57726007829859"
"71285","vecchio","2003","54","1","4.6","2.57726007829859"
"71286","danza","1972","75","3","5.5","2.57717014072585"
"71287","passato","2004","921","4","6.4","2.5772230451804"
"71288","morti","2004","921","4","6.4","2.5772230451804"
"71289","vita","2003","34","2","7.4","2.57713189778319"
"71290","sport","2003","34","2","7.4","2.57713189778319"
"71291","storia","2003","911","2","7.3","2.57713189778319"
"71292","vita","2003","1259","2","8","2.57713189778319"
"71293","uomini","2003","449","4","5.4","2.57719659295313"
"71294","colpevole","2003","449","4","5.4","2.57719659295313"
"71295","guerra","2003","449","4","5.4","2.57719659295313"
"71296","passato","2003","449","4","5.4","2.57719659295313"
"71297","mare","2003","449","4","5.4","2.57719659295313"
"71298","danza","2003","449","4","5.4","2.57719659295313"
"71299","donne","2003","36","3","5.6","2.57717014072585"
"71300","storia","2003","36","3","5.6","2.57717014072585"
"71301","innamorata","1949","610","2","6.1","2.57713189778319"
"71302","morte","1949","610","2","6.1","2.57713189778319"
"71303","passato","1949","610","2","6.1","2.57713189778319"
"71304","famoso","2001","112","3","5.7","2.57711723627129"
"71305","vita","2001","112","3","5.7","2.57711723627129"
"71306","morte","2000","1027","1","7.1","2.57726007829859"
"71307","vita","2003","10265","5","7.4","2.57721775473495"
"71308","omicidio","2003","17131","6","6.3","2.57718072161676"
"71309","gang","2002","6511","2","7.9","2.57715426938948"
"71310","vita","2002","6511","2","7.9","2.57715426938948"
"71311","passato","2002","6511","2","7.9","2.57715426938948"
"71312","battaglia","2002","9085","12","7.1","2.5772230451804"
"71313","donne","2002","9085","12","7.1","2.5772230451804"
"71314","vita","2002","9085","12","7.1","2.5772230451804"
"71315","ricco","2002","9085","12","7.1","2.5772230451804"
"71316","macchine","2002","9085","12","7.1","2.5772230451804"
"71317","potere","2002","9085","12","7.1","2.5772230451804"
"71318","donne","2003","21358","11","6.9","2.57721246428949"
"71319","famoso","2003","21358","11","6.9","2.57721246428949"
"71320","vita","2003","21358","11","6.9","2.57721246428949"
"71321","viaggi","1958","112","2","5.7","2.57713189778319"
"71322","montagna","1958","112","2","5.7","2.57713189778319"
"71323","amore","2002","7655","18","6.6","2.57720188339858"
"71324","giovane","2002","7655","18","6.6","2.57720188339858"
"71325","giovane","2003","45405","24","5.5","2.57720717384404"
"71326","potere","2003","45405","24","5.5","2.57720717384404"
"71327","donne","2004","197331","121","7.2","2.5772230451804"
"71328","vita","2004","197331","121","7.2","2.5772230451804"
"71329","morte","2004","197331","121","7.2","2.5772230451804"
"71330","azioni","2004","197331","121","7.2","2.5772230451804"
"71331","vita","2000","13966","2","4.3","2.57713189778319"
"71332","compagnia","2000","828","2","6.4","2.57715426938948"
"71333","giovane","2000","828","2","6.4","2.57715426938948"
"71334","amore","2003","498","1","6.1","2.57704846048037"
"71335","vita","2003","498","1","6.1","2.57704846048037"
"71336","giovane","2003","498","1","6.1","2.57704846048037"
"71337","amore","2002","123","2","7.5","2.57723362607132"
"71338","vita","2002","123","2","7.5","2.57723362607132"
"71339","viaggi","2002","123","2","7.5","2.57723362607132"
"71340","vita","2003","280","3","7.1","2.57715426938948"
"71341","giovane","2003","280","3","7.1","2.57715426938948"
"71342","gang","1985","17347","6","6.6","2.5772230451804"
"71343","malattia","1985","40516","11","6","2.57724949740768"
"71344","amore","1985","40516","11","6","2.57724949740768"
"71345","innamorato","1985","40516","11","6","2.57724949740768"
"71346","sport","1985","40516","11","6","2.57724949740768"
"71347","giovane","1985","40516","11","6","2.57724949740768"
"71348","viaggi","2003","212","15","6","2.57724420696223"
"71349","danza","2003","322448","12","7.3","2.57716485028039"
"71350","azioni","2003","322448","12","7.3","2.57716485028039"
"71351","barca","2003","32154","16","5.5","2.57723891651677"
"71352","vita","2003","32154","16","5.5","2.57723891651677"
"71353","azioni","2003","68368","26","7","2.57721775473495"
"71354","barca","2003","1890","2","4.6","2.57713189778319"
"71355","vita","2003","1890","2","4.6","2.57713189778319"
"71356","giovane","2003","1890","2","4.6","2.57713189778319"
"71357","innamorato","1990","107886","7","7.3","2.57720188339858"
"71358","mercato","1990","107886","7","7.3","2.57720188339858"
"71359","viaggi","1987","106","4","7.1","2.57724949740768"
"71360","mare","2003","340","2","7.2","2.57713189778319"
"71361","squadra","2000","1241","2","6.8","2.57713189778319"
"71362","storia","2000","1241","2","6.8","2.57713189778319"
"71363","danza","2000","1241","2","6.8","2.57713189778319"
"71364","squadra","1982","2191","2","6.3","2.57713189778319"
"71365","giovane","1982","2191","2","6.3","2.57713189778319"
"71366","morte","2003","104062","3","6.5","2.57717014072585"
"71367","storia","2003","322","2","5.6","2.57713189778319"
"71368","vita","2003","322","2","5.6","2.57713189778319"
"71369","viaggi","2003","322","2","5.6","2.57713189778319"
"71370","vita","2003","3068","10","7.2","2.57721775473495"
"71371","arma","2003","3068","10","7.2","2.57721775473495"
"71372","giovane","2003","3068","10","7.2","2.57721775473495"
"71373","battaglia","2003","75","3","5.1","2.57719130250767"
"71374","vita","2003","75","3","5.1","2.57719130250767"
"71375","azioni","2003","75","3","5.1","2.57719130250767"
"71376","impresa","2003","112","13","5.7","2.57721775473495"
"71377","donne","2000","8914","3","6.9","2.57719130250767"
"71378","oscuro","2004","903","4","6.9","2.57724949740768"
"71379","banda","2003","108","3","7","2.57717014072585"
"71380","ballo","2002","71","2","6.4","2.57713189778319"
"71381","giovane","2002","71","2","6.4","2.57713189778319"
"71382","battaglia","2002","1914","2","7.1","2.57713189778319"
"71383","guerra","2002","1914","2","7.1","2.57713189778319"
"71384","contadino","2002","1914","2","7.1","2.57713189778319"
"71385","giovane","2002","1914","2","7.1","2.57713189778319"
"71386","vita","2002","200","2","6.3","2.57713189778319"
"71387","azioni","2002","200","2","6.3","2.57713189778319"
"71388","giovane","2002","200","2","6.3","2.57713189778319"
"71389","amore","2002","23","2","5.9","2.57723362607132"
"71390","vita","2002","23","2","5.9","2.57723362607132"
"71391","droga","2002","23","2","5.9","2.57723362607132"
"71392","eroe","2002","23","2","5.9","2.57723362607132"
"71393","uomini","2004","9797","56","7.4","2.5772230451804"
"71394","innamorata","2004","9797","56","7.4","2.5772230451804"
"71395","vita","2004","9797","56","7.4","2.5772230451804"
"71396","uomini","2003","90","1","6","2.57726007829859"
"71397","vita","2003","90","1","6","2.57726007829859"
"71398","amore","1985","619","2","5.4","2.57713189778319"
"71399","viaggi","1985","619","2","5.4","2.57713189778319"
"71400","morte","2003","290964","38","7.5","2.57716485028039"
"71401","droga","2003","290964","38","7.5","2.57716485028039"
"71402","vita","2003","83","45","4.9","2.57724420696223"
"71403","paura","2003","382","1","6.4","2.57704846048037"
"71404","vita","2003","382","1","6.4","2.57704846048037"
"71405","azioni","2003","382","1","6.4","2.57704846048037"
"71406","spazio","2003","4567","23","4.9","2.57718601206222"
"71407","vita","2003","4567","23","4.9","2.57718601206222"
"71408","amore","2003","1558","2","7","2.57713189778319"
"71409","storia","2003","1558","2","7","2.57713189778319"
"71410","battaglia","2003","200674","11","7.1","2.57720717384404"
"71411","donne","2003","200674","11","7.1","2.57720717384404"
"71412","vita","2003","200674","11","7.1","2.57720717384404"
"71413","uomini","2002","112","2","5.7","2.57713189778319"
"71414","giovane","2001","7122","5","7.8","2.57718601206222"
"71415","storia","2003","471","1","6.5","2.57720717384404"
"71416","mare","2003","471","1","6.5","2.57720717384404"
"71417","giovane","2003","471","1","6.5","2.57720717384404"
"71418","banda","2000","13239","6","5.6","2.57721775473495"
"71419","donne","2003","182","27","3.7","2.57717014072585"
"71420","squadra","2003","182","27","3.7","2.57717014072585"
"71421","droga","2003","182","27","3.7","2.57717014072585"
"71422","football","2002","28163","20","5.7","2.57717014072585"
"71423","uomini","2002","28163","20","5.7","2.57717014072585"
"71424","squadra","2002","28163","20","5.7","2.57717014072585"
"71425","vita","2002","28163","20","5.7","2.57717014072585"
"71426","sport","2002","28163","20","5.7","2.57717014072585"
"71427","storia","2002","112","2","7.1","2.57713189778319"
"71428","azioni","2002","112","2","7.1","2.57713189778319"
"71429","uomini","1955","65","2","6.2","2.57713189778319"
"71430","storia","1955","65","2","6.2","2.57713189778319"
"71431","danza","1955","65","2","6.2","2.57713189778319"
"71432","potere","1955","65","2","6.2","2.57713189778319"
"71433","vita","2003","954","2","6.5","2.57713189778319"
"71434","danza","2003","1076","2","6.1","2.57713189778319"
"71435","giovane","2003","1076","2","6.1","2.57713189778319"
"71436","storia","2002","112","2","5.7","2.57726007829859"
"71437","viaggi","2002","112","2","5.7","2.57726007829859"
"71438","azioni","2002","112","2","5.7","2.57726007829859"
"71439","vita","2003","197","2","6.5","2.57713189778319"
"71440","vita","2003","112","4","5.7","2.57724949740768"
"71441","borsa","2003","112","4","5.7","2.57724949740768"
"71442","amore","2003","112","2","5.7","2.57723362607132"
"71443","vita","2003","128","2","6.8","2.57713189778319"
"71444","morte","1990","20269","3","4.9","2.57719130250767"
"71445","viaggi","1990","20269","3","4.9","2.57719130250767"
"71446","ricco","1990","20269","3","4.9","2.57719130250767"
"71447","vita","2003","146","2","6.5","2.57713189778319"
"71448","vita","2003","330","2","7","2.57713189778319"
"71449","morte","2003","330","2","7","2.57713189778319"
"71450","passato","2003","330","2","7","2.57713189778319"
"71451","morti","2003","330","2","7","2.57713189778319"
"71452","vecchio","2003","2429","2","7.6","2.57713189778319"
"71453","omicidio","1991","506","2","5.6","2.57713189778319"
"71454","vita","2002","821","2","6.9","2.57713189778319"
"71455","storia","2002","128","2","7","2.57713189778319"
"71456","guerra","2003","7622","3","7.3","2.57717014072585"
"71457","storia","2003","116","1","5.8","2.57715426938948"
"71458","futuro","2003","4710","2","7.1","2.57713189778319"
"71459","giovane","2003","4710","2","7.1","2.57713189778319"
"71460","barca","2002","10365","3","7.4","2.57719130250767"
"71461","giovane","2003","4843","3","7.5","2.57717014072585"
"71462","vita","2002","5336","2","7","2.57713189778319"
"71463","viaggi","2002","5336","2","7","2.57713189778319"
"71464","passato","2002","5336","2","7","2.57713189778319"
"71465","mare","2002","5336","2","7","2.57713189778319"
"71466","storia","2003","309","2","6","2.57713189778319"
"71467","morte","2003","309","2","6","2.57713189778319"
"71468","giovane","2003","309","2","6","2.57713189778319"
"71469","viaggi","2003","112","2","5.7","2.57713189778319"
"71470","giovane","2003","112","2","5.7","2.57713189778319"
"71471","sport","2003","16","2","6.9","2.57713189778319"
"71472","futuro","2003","299","2","6.4","2.57713189778319"
"71473","azioni","2003","299","2","6.4","2.57713189778319"
"71474","vita","2003","157","2","6.5","2.57713189778319"
"71475","donne","2002","8168","1","7.4","2.57726007829859"
"71476","vita","2002","8168","1","7.4","2.57726007829859"
"71477","mare","2002","8168","1","7.4","2.57726007829859"
"71478","squadra","1952","294","2","4.9","2.57713189778319"
"71479","mare","1952","294","2","4.9","2.57713189778319"
"71480","giovane","1952","294","2","4.9","2.57713189778319"
"71481","vita","2003","210","2","6.3","2.57713189778319"
"71482","guerra","2003","21176","2","8.2","2.57713189778319"
"71483","uomini","2003","112","2","5.7","2.57713189778319"
"71484","storia","2003","112","2","5.7","2.57713189778319"
"71485","guerra","2003","112","2","5.7","2.57713189778319"
"71486","azioni","2003","112","2","5.7","2.57713189778319"
"71487","vita","2003","85","2","6.7","2.57713189778319"
"71488","arma","2003","85","2","6.7","2.57713189778319"
"71489","azioni","2003","85","2","6.7","2.57713189778319"
"71490","vecchio","2003","85","2","6.7","2.57713189778319"
"71491","amore","2003","12681","3","5","2.57726007829859"
"71492","vita","2003","12681","3","5","2.57726007829859"
"71493","giovane","2002","112","2","5.7","2.57713189778319"
"71494","vita","2003","3692","7","6.9","2.57722833562586"
"71495","uomini","2003","1229","7","6.9","2.57713839805312"
"71496","viaggi","2003","559","2","7.2","2.57713189778319"
"71497","vita","2003","11241","2","7.9","2.57713189778319"
"71498","giovane","1992","23","2","5.3","2.57713189778319"
"71499","innamorato","2003","1498","2","7.7","2.57713189778319"
"71500","vita","2003","46","2","7.7","2.57713189778319"
"71501","giovane","2003","46","2","7.7","2.57713189778319"
"71502","amore","2003","2229","2","6.6","2.57704846048037"
"71503","sport","2003","2229","2","6.6","2.57704846048037"
"71504","vita","2002","754","1","7.4","2.57726007829859"
"71505","omicidio","2003","568","2","7.1","2.57713189778319"
"71506","famoso","2003","4632","1","6.9","2.57726007829859"
"71507","viaggi","2003","4632","1","6.9","2.57726007829859"
"71508","vita","2002","15327","2","7.7","2.57723362607132"
"71509","campagna","2002","15327","2","7.7","2.57723362607132"
"71510","giovane","2002","15327","2","7.7","2.57723362607132"
"71511","vita","2003","18","2","6.6","2.57713189778319"
"71512","morte","2003","18","2","6.6","2.57713189778319"
"71513","viaggi","2003","18","2","6.6","2.57713189778319"
"71514","passato","2003","18","2","6.6","2.57713189778319"
"71515","vecchio","2003","18","2","6.6","2.57713189778319"
"71516","giovane","2003","18","2","6.6","2.57713189778319"
"71517","droga","2003","18","2","6.6","2.57713189778319"
"71518","innamorato","2003","1539","2","6.3","2.57723362607132"
"71519","giovane","2003","1539","2","6.3","2.57723362607132"
"71520","azioni","2003","78983","14","7.2","2.57719130250767"
"71521","danza","2002","112","1","5.7","2.57726007829859"
"71522","famoso","2003","16016","4","7.6","2.5772230451804"
"71523","uomini","2003","377","2","6.6","2.57713189778319"
"71524","vita","2003","377","2","6.6","2.57713189778319"
"71525","luce","2003","377","2","6.6","2.57713189778319"
"71526","passato","2002","2958","2","6","2.57713189778319"
"71527","danza","2002","2958","2","6","2.57713189778319"
"71528","sesso","2002","2958","2","6","2.57713189778319"
"71529","vita","2002","28766","4","6.8","2.57723362607132"
"71530","vita","1999","63653","9","7.2","2.57720717384404"
"71531","morte","1999","63653","9","7.2","2.57720717384404"
"71532","passato","1999","63653","9","7.2","2.57720717384404"
"71533","compagnia","1999","63653","9","7.2","2.57720717384404"
"71534","uomini","2003","10","10","5.5","2.57715426938948"
"71535","donne","2003","10","10","5.5","2.57715426938948"
"71536","storia","2003","22166","2","7.9","2.57720717384404"
"71537","mare","2003","22166","2","7.9","2.57720717384404"
"71538","amore","2002","447","2","5.8","2.57713189778319"
"71539","vecchio","2002","447","2","5.8","2.57713189778319"
"71540","giovane","2002","447","2","5.8","2.57713189778319"
"71541","eroe","2002","447","2","5.8","2.57713189778319"
"71542","amore","1934","42759","2","7.2","2.57713189778319"
"71543","storia","1934","42759","2","7.2","2.57713189778319"
"71544","giovane","1934","42759","2","7.2","2.57713189778319"
"71545","innamorata","2002","6271","2","7.2","2.57713189778319"
"71546","storia","2002","6271","2","7.2","2.57713189778319"
"71547","vita","2002","11","2","5.5","2.57713189778319"
"71548","malattia","2007","106","2","6.9","2.57713189778319"
"71549","passato","2007","106","2","6.9","2.57713189778319"
"71550","vecchio","2007","106","2","6.9","2.57713189778319"
"71551","viaggi","2002","4614","1","7.5","2.57726007829859"
"71552","sport","2002","4614","1","7.5","2.57726007829859"
"71553","giovane","2002","4614","1","7.5","2.57726007829859"
"71554","morte","2002","746","2","7.2","2.57713189778319"
"71555","azioni","2003","3449","2","6.9","2.57723362607132"
"71556","azioni","2001","112","9","5.7","2.57715426938948"
"71557","amore","2001","31","3","7","2.57715426938948"
"71558","storia","2001","31","3","7","2.57715426938948"
"71559","vita","2001","31","3","7","2.57715426938948"
"71560","arma","2001","31","3","7","2.57715426938948"
"71561","vascello","1992","237","1","5.4","2.57726007829859"
"71562","storia","1992","237","1","5.4","2.57726007829859"
"71563","gang","2001","1695","2","5.8","2.57713189778319"
"71564","vita","2001","1695","2","5.8","2.57713189778319"
"71565","vita","2001","112","6","5.7","2.57723362607132"
"71566","innamorata","2001","5968","1","7.5","2.57710136493493"
"71567","giovane","2001","5968","1","7.5","2.57710136493493"
"71568","malvagio","2001","5968","1","7.5","2.57710136493493"
"71569","innamorato","2003","32655","4","5.6","2.57717014072585"
"71570","storia","1990","192","2","7","2.57713189778319"
"71571","vita","1990","192","2","7","2.57713189778319"
"71572","storia","2002","636","2","4.9","2.57713189778319"
"71573","guerra","2003","1300","1","5.1","2.57726007829859"
"71574","vita","2002","11041","2","5.6","2.57723362607132"
"71575","giovane","2003","39","3","6.2","2.57726007829859"
"71576","storia","2003","1024","6","6.8","2.57723362607132"
"71577","viaggi","2003","1024","6","6.8","2.57723362607132"
"71578","donne","2001","23877","3","6.3","2.57720717384404"
"71579","vita","2001","23877","3","6.3","2.57720717384404"
"71580","passato","2001","23877","3","6.3","2.57720717384404"
"71581","sport","2001","23877","3","6.3","2.57720717384404"
"71582","povero","2001","23877","3","6.3","2.57720717384404"
"71583","azioni","2001","23877","3","6.3","2.57720717384404"
"71584","campagna","2003","8611","6","6.6","2.57718072161676"
"71585","luce","2003","8611","6","6.6","2.57718072161676"
"71586","vecchio","2003","26690","7","7.7","2.57715955983494"
"71587","giovane","2003","26690","7","7.7","2.57715955983494"
"71588","amore","2003","45037","1","7.5","2.57720717384404"
"71589","amore","2002","4613","2","6.3","2.57713189778319"
"71590","vita","2002","4613","2","6.3","2.57713189778319"
"71591","gang","2001","112","2","5.7","2.57713189778319"
"71592","banca","2001","112","2","5.7","2.57713189778319"
"71593","storia","2002","118","2","6.9","2.57713189778319"
"71594","giovane","2002","118","2","6.9","2.57713189778319"
"71595","battaglia","2002","1456","1","7.1","2.57720717384404"
"71596","guerra","2002","1456","1","7.1","2.57720717384404"
"71597","viaggi","2002","1456","1","7.1","2.57720717384404"
"71598","vita","2001","112","2","5.7","2.57713189778319"
"71599","mare","2001","112","2","5.7","2.57713189778319"
"71600","azioni","2001","112","2","5.7","2.57713189778319"
"71601","amore","1980","156","1","7","2.57726007829859"
"71602","storia","1980","156","1","7","2.57726007829859"
"71603","gang","2002","589","2","4.2","2.57713189778319"
"71604","storia","2002","589","2","4.2","2.57713189778319"
"71605","montagna","2002","589","2","4.2","2.57713189778319"
"71606","vita","2003","53","2","6.6","2.57713189778319"
"71607","azioni","2003","53","2","6.6","2.57713189778319"
"71608","vecchio","2001","112","2","5.7","2.57713189778319"
"71609","potere","2001","3371","2","2.4","2.57713189778319"
"71610","uomini","2003","25434","11","6.4","2.5772230451804"
"71611","donne","2003","25434","11","6.4","2.5772230451804"
"71612","vita","2003","25434","11","6.4","2.5772230451804"
"71613","morte","2003","25434","11","6.4","2.5772230451804"
"71614","guerra","2001","80","3","6.7","2.57719130250767"
"71615","eroe","2001","80","3","6.7","2.57719130250767"
"71616","vita","2003","127129","43","7.7","2.57720717384404"
"71617","banca","2003","49435","15","7","2.57721775473495"
"71618","giovane","2003","49435","15","7","2.57721775473495"
"71619","amore","2002","204","2","5.8","2.57718072161676"
"71620","campagna","2002","204","2","5.8","2.57718072161676"
"71621","treno","1993","845","1","2.2","2.57726007829859"
"71622","viaggi","1993","845","1","2.2","2.57726007829859"
"71623","amore","2002","601","2","6.9","2.57713189778319"
"71624","droga","2001","45574","26","6.3","2.57720188339858"
"71625","impresa","2002","112","2","5.7","2.57713189778319"
"71626","potere","2003","112","3","5.7","2.57715426938948"
"71627","amore","2002","77","7","7.5","2.57725478785314"
"71628","barca","2002","77","7","7.5","2.57725478785314"
"71629","storia","2002","77","7","7.5","2.57725478785314"
"71630","paura","2002","77","7","7.5","2.57725478785314"
"71631","omicidio","2002","77","7","7.5","2.57725478785314"
"71632","giovane","2000","507","3","6.7","2.5772230451804"
"71633","uomini","1999","21","2","5.7","2.57713189778319"
"71634","colpevole","1999","21","2","5.7","2.57713189778319"
"71635","vita","1999","21","2","5.7","2.57713189778319"
"71636","banda","2003","4634","3","5.7","2.57720717384404"
"71637","amore","2003","4634","3","5.7","2.57720717384404"
"71638","viaggi","2003","4634","3","5.7","2.57720717384404"
"71639","giovane","2003","4634","3","5.7","2.57720717384404"
"71640","vita","2002","1849","2","5.5","2.57713189778319"
"71641","azioni","2002","1849","2","5.5","2.57713189778319"
"71642","storia","2002","6922","1","6","2.57710136493493"
"71643","mercato","2002","6922","1","6","2.57710136493493"
"71644","donne","2001","531","1","4.6","2.57704846048037"
"71645","azioni","2001","531","1","4.6","2.57704846048037"
"71646","giovane","2001","531","1","4.6","2.57704846048037"
"71647","donne","2001","112","2","5.7","2.57715426938948"
"71648","mare","2001","112","2","5.7","2.57715426938948"
"71649","macchine","2001","112","2","5.7","2.57715426938948"
"71650","sconosciuto","2000","112","2","5.7","2.57713189778319"
"71651","uomini","2000","124","2","4.5","2.57713189778319"
"71652","passato","2000","124","2","4.5","2.57713189778319"
"71653","banda","2001","112","2","5.7","2.57713189778319"
"71654","amore","2001","112","2","5.7","2.57713189778319"
"71655","vita","2001","112","2","5.7","2.57713189778319"
"71656","giovane","2001","112","2","5.7","2.57713189778319"
"71657","uomini","2000","112","3","5.7","2.5772230451804"
"71658","squadra","2000","112","3","5.7","2.5772230451804"
"71659","guerra","2000","112","3","5.7","2.5772230451804"
"71660","azioni","2000","112","3","5.7","2.5772230451804"
"71661","azioni","1997","112","1","5.7","2.57726007829859"
"71662","morte","1999","112","2","5.7","2.57720717384404"
"71663","mafia","2002","5450","5","5.5","2.57723891651677"
"71664","sport","2003","5984","5","3.3","2.57721775473495"
"71665","vita","2003","5060","2","6.6","2.57713189778319"
"71666","morte","2003","5060","2","6.6","2.57713189778319"
"71667","giovane","2003","5060","2","6.6","2.57713189778319"
"71668","mare","2002","210918","1","7.4","2.57704846048037"
"71669","droga","2002","210918","1","7.4","2.57704846048037"
"71670","omicidio","2002","1177","2","5.2","2.57713189778319"
"71671","potere","2002","1177","2","5.2","2.57713189778319"
"71672","mafia","2002","26470","28","4.4","2.57721246428949"
"71673","vita","2002","26470","28","4.4","2.57721246428949"
"71674","amore","2003","112","3","5.7","2.5772230451804"
"71675","storia","2003","112","3","5.7","2.5772230451804"
"71676","impresa","2003","112","3","5.7","2.5772230451804"
"71677","vita","2003","112","3","5.7","2.5772230451804"
"71678","amore","2001","168","1","6.1","2.57720717384404"
"71679","arma","2001","168","1","6.1","2.57720717384404"
"71680","moderno","2001","962","17","4.5","2.57718601206222"
"71681","viaggi","2003","72","12","5.7","2.5771754311713"
"71682","buono","2003","72","12","5.7","2.5771754311713"
"71683","vita","2003","410713","55","7.7","2.57721775473495"
"71684","futuro","2003","410713","55","7.7","2.57721775473495"
"71685","calcio","2000","1992","2","6.3","2.57723362607132"
"71686","barca","2000","1992","2","6.3","2.57723362607132"
"71687","guerra","2000","1992","2","6.3","2.57723362607132"
"71688","storia","2001","128","1","6","2.57720717384404"
"71689","vita","2001","128","1","6","2.57720717384404"
"71690","futuro","2001","128","1","6","2.57720717384404"
"71691","passato","2001","128","1","6","2.57720717384404"
"71692","azioni","2001","128","1","6","2.57720717384404"
"71693","vita","1982","7824","2","7.4","2.57726007829859"
"71694","vita","1999","1056","2","6.9","2.57713189778319"
"71695","morte","1999","1056","2","6.9","2.57713189778319"
"71696","donne","1999","142","2","3.1","2.57713189778319"
"71697","omicidio","1999","142","2","3.1","2.57713189778319"
"71698","giovane","1999","142","2","3.1","2.57713189778319"
"71699","famoso","1990","665","1","7.1","2.57726007829859"
"71700","sconosciuto","1990","665","1","7.1","2.57726007829859"
"71701","vita","1990","665","1","7.1","2.57726007829859"
"71702","donne","1996","424","2","6","2.57713189778319"
"71703","innamorata","1996","424","2","6","2.57713189778319"
"71704","famoso","1996","424","2","6","2.57713189778319"
"71705","vita","1996","424","2","6","2.57713189778319"
"71706","azioni","1996","424","2","6","2.57713189778319"
"71707","giovane","1996","424","2","6","2.57713189778319"
"71708","tratto da","1996","424","2","6","2.57713189778319"
"71709","amore","1997","2428","2","7.7","2.57726007829859"
"71710","guerra","1997","2428","2","7.7","2.57726007829859"
"71711","vecchio","1997","2428","2","7.7","2.57726007829859"
"71712","droga","1997","2428","2","7.7","2.57726007829859"
"71713","vita","1988","3614","2","7.1","2.57713189778319"
"71714","morte","2003","10","2","8","2.57713189778319"
"71715","giovane","1994","140","2","6.5","2.57713189778319"
"71716","amore","2003","51152","34","5.9","2.57720188339858"
"71717","innamorata","2003","51152","34","5.9","2.57720188339858"
"71718","futuro","2003","51152","34","5.9","2.57720188339858"
"71719","giovane","2003","51152","34","5.9","2.57720188339858"
"71720","giovane","2003","120","5","7.1","2.57720717384404"
"71721","sport","1975","712","2","6.5","2.57713189778319"
"71722","arma","1975","712","2","6.5","2.57713189778319"
"71723","storia","1999","1734","2","7.9","2.57713189778319"
"71724","vita","2003","84622","21","5.5","2.57718601206222"
"71725","arma","2003","84622","21","5.5","2.57718601206222"
"71726","azioni","2003","84622","21","5.5","2.57718601206222"
"71727","vita","1960","1114","5","6.7","2.57719659295313"
"71728","morte","1960","1114","5","6.7","2.57719659295313"
"71729","viaggi","1960","1114","5","6.7","2.57719659295313"
"71730","sesso","1960","1114","5","6.7","2.57719659295313"
"71731","giovane","2002","96741","17","6.4","2.57720188339858"
"71732","azioni","1987","9340","2","6.1","2.57726007829859"
"71733","giovane","1987","9340","2","6.1","2.57726007829859"
"71734","passato","2002","782","1","6.7","2.57720717384404"
"71735","danza","2002","782","1","6.7","2.57720717384404"
"71736","giovane","2002","782","1","6.7","2.57720717384404"
"71737","futuro","1979","534","2","7","2.57713189778319"
"71738","luce","1995","397","2","4.7","2.57713189778319"
"71739","droga","2001","112","2","5.7","2.57713189778319"
"71740","barca","2003","14","7","6.5","2.5772230451804"
"71741","viaggi","2003","14","7","6.5","2.5772230451804"
"71742","mare","2003","14","7","6.5","2.5772230451804"
"71743","giovane","2003","14","7","6.5","2.5772230451804"
"71744","passato","2002","2331","2","5.7","2.57713189778319"
"71745","giovane","2002","2331","2","5.7","2.57713189778319"
"71746","donne","2002","6541","9","7","2.57719130250767"
"71747","guerra","2002","157","13","6.6","2.57720717384404"
"71748","azioni","2002","157","13","6.6","2.57720717384404"
"71749","vita","2002","537","2","7.5","2.57713189778319"
"71750","vita","1998","44","1","6.6","2.57720717384404"
"71751","vita","2002","319","19","5.8","2.57719659295313"
"71752","viaggi","2002","319","19","5.8","2.57719659295313"
"71753","futuro","2002","319","19","5.8","2.57719659295313"
"71754","amore","2002","112","2","5.7","2.57713189778319"
"71755","vita","2002","112","2","5.7","2.57713189778319"
"71756","viaggi","2002","112","2","5.7","2.57713189778319"
"71757","passato","2002","112","2","5.7","2.57713189778319"
"71758","oscuro","2002","112","2","5.7","2.57713189778319"
"71759","amore","2003","16","2","6.2","2.57713189778319"
"71760","storia","2003","16","2","6.2","2.57713189778319"
"71761","amore","2003","63158","10","5.5","2.57717014072585"
"71762","vita","2003","63158","10","5.5","2.57717014072585"
